resume_id,job_id,job_title,label,score,skill_overlap,reasons
resume_004,CC689773120J40757680813,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CCL1486365070J40800401813,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CC870199500J40767761607,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CCL1318355140J40253332103,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CCL1454157320J40528823613,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CC453635220J40819482003,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CC378885730J40789540605,科研人员,0,4,,岗位类型: 算法工程师; 有项目经历
resume_004,CC306049580J40758266301,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CC402113180J40743850901,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CCL1301778350J40622729802,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CCL1507046950J40698709306,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CC221641620J40758246109,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_004,CC520115220J40805055803,前端开发,0,4,,岗位类型: Python开发; 有项目经历
resume_005,CCL1420954670J40690340210,测试工程师,1,13,"solidworks, 液压传动, ug, 夹具设计","技能匹配: solidworks, 液压传动, ug; 有项目经历"
resume_005,CC391669320J40734517805,实施工程师,1,10,"cad, solidworks, ug","技能匹配: cad, solidworks, ug; 有项目经历"
resume_005,CCL1200166470J40156831606,知识产权/专利代理,1,9,"cad, solidworks, ug","技能匹配: cad, solidworks, ug"
resume_005,CC848702740J40765154314,知识产权/专利代理,1,9,"cad, solidworks, ug","技能匹配: cad, solidworks, ug"
resume_005,CC553995520J40179672811,技术支持工程师,1,7,"cad, ug","技能匹配: cad, ug; 有项目经历"
resume_005,CC139576410J40804030408,测试工程师,1,7,"cad, solidworks","技能匹配: cad, solidworks; 有项目经历"
resume_005,CC626468620J40932530904,技术支持工程师,1,7,"cad, solidworks","技能匹配: cad, solidworks; 有项目经历"
resume_005,CCL1213084740J40630579112,销售工程师,1,7,"solidworks, ug","技能匹配: solidworks, ug; 有项目经历"
resume_005,CC606127330J40693436415,实施工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC397028480J40935254404,C/C++,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC479299180J40219141803,技术支持工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC238566510J40673580706,技术支持工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC289314820J40380003502,科研人员,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC151294010J40767975314,测试工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC447461913J00511793608,技术支持工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CCL1318355140J40806979303,实施工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC585757020J40132643613,技术支持工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC191096710J40820868608,实施工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC516901830J40285437605,科研人员,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CCL1484757270J40789587505,C/C++,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CCL1431628800J40768133012,实施工程师,0,4,cad,技能匹配: cad; 有项目经历
resume_005,CC200588210J40509555112,科研人员,0,4,solidworks,技能匹配: solidworks; 有项目经历
resume_005,CCL1484757270J40789587505,C/C++,0,4,cad,技能匹配: cad; 有项目经历
resume_006,CCL1384949120J40769158205,产品专员/助理,1,9,"沟通, 数据透视表, 新媒体运营","技能匹配: 沟通, 数据透视表, 新媒体运营"
resume_006,CCL1492117240J40795954705,销售运营,1,6,"沟通, 电商运营","技能匹配: 沟通, 电商运营"
resume_006,CC590396020J40660601712,销售运营,1,6,"沟通, 电商运营","技能匹配: 沟通, 电商运营"
resume_006,CCL1329160150J40824515408,销售运营,1,6,"电商运营, 新媒体运营","技能匹配: 电商运营, 新媒体运营"
resume_006,CCL1222000370J40684243116,网络销售,1,6,"沟通, 新媒体运营","技能匹配: 沟通, 新媒体运营"
resume_006,CC559292420J40791673512,销售助理,1,6,"沟通, 数据透视表","技能匹配: 沟通, 数据透视表"
resume_006,CC133964100J40788029412,实施工程师,0,3,沟通,技能匹配: 沟通
resume_006,CC000551140J40731705207,科研人员,0,3,沟通,技能匹配: 沟通
resume_006,CC247186020J40229892602,测试工程师,0,3,沟通,技能匹配: 沟通
resume_006,CC369404030J40783840212,Java,0,3,沟通,技能匹配: 沟通
resume_006,CCL1491798590J40644412406,软件测试,0,3,沟通,技能匹配: 沟通
resume_006,CC541175030J40774378407,硬件测试,0,3,沟通,技能匹配: 沟通
resume_006,CC120002130J40776600802,测试工程师,0,3,沟通,技能匹配: 沟通
resume_006,CC598458020J40655956710,技术支持工程师,0,3,沟通,技能匹配: 沟通
resume_006,CCL1495955890J40793565103,测试工程师,0,3,沟通,技能匹配: 沟通
resume_006,CCL1470276410J40934465804,测试工程师,0,3,沟通,技能匹配: 沟通
resume_006,CC251266610J40724527802,科研人员,0,3,沟通,技能匹配: 沟通
resume_006,CCL1249043630J40763835803,实施工程师,0,3,沟通,技能匹配: 沟通
resume_006,CC466596620J40936808904,实施工程师,0,3,沟通,技能匹配: 沟通
resume_006,CCL1368679040J40693232207,科研人员,0,3,沟通,技能匹配: 沟通
resume_006,CCL1480117890J40782470405,Java,0,3,沟通,技能匹配: 沟通
resume_007,CCL1242381560J40772620413,实施工程师,1,6,"金蝶, 用友","技能匹配: 金蝶, 用友"
resume_007,CCL1242381560J40772620413,技术支持工程师,1,6,"金蝶, 用友","技能匹配: 金蝶, 用友"
resume_007,CC280096130J40719850316,Java,1,6,"金蝶, 用友","技能匹配: 金蝶, 用友"
resume_007,CC340350880J40717115314,实施工程师,1,6,"金蝶, 用友","技能匹配: 金蝶, 用友"
resume_007,CCL1486365070J40800401813,前端开发,0,3,用友,技能匹配: 用友
resume_007,CC400937330J40541002209,测试工程师,0,3,英语六级,技能匹配: 英语六级
resume_007,CC450183930J40760238607,实施工程师,0,3,金蝶,技能匹配: 金蝶
resume_007,CC508620120J40762120512,测试工程师,0,3,英语六级,技能匹配: 英语六级
resume_007,CC404581310J40790071705,项目专员/助理,0,3,vlookup,技能匹配: vlookup
resume_007,CC564055130J40736182907,广告销售,0,3,金蝶,技能匹配: 金蝶
resume_007,CCL1417844340J40907461804,商务专员,0,3,纳税申报,技能匹配: 纳税申报
resume_007,CC437796230J40927506504,英语翻译,0,3,英语六级,技能匹配: 英语六级
resume_007,CC437796230J40927495304,英语翻译,0,3,英语六级,技能匹配: 英语六级
resume_007,CC853116300J40703717812,销售助理,0,3,金蝶,技能匹配: 金蝶
resume_007,CCL1491559470J40759278507,商务专员,0,3,金蝶,技能匹配: 金蝶
resume_007,CC465285410J40787999405,英语翻译,0,3,英语六级,技能匹配: 英语六级
resume_007,CC276234380J40755571110,电话销售,0,3,用友,技能匹配: 用友
resume_007,CC403768310J40792746708,广告销售,0,3,vlookup,技能匹配: vlookup
resume_007,CCL1484134330J40696655806,统计员,0,3,vlookup,技能匹配: vlookup
resume_008,CC542019220J40795034303,大客户代表,1,6,"混凝土, 抗压","技能匹配: 混凝土, 抗压"
resume_008,CCL1245865320J40699934409,Java,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1480117890J40782786205,Java,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1480117890J40608042105,Java,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CC238267130J40355125411,C/C++,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1461168770J40726500416,软件测试,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1480117890J40608168105,Java,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1480117890J40608168105,Java,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CC144675640J40768513003,C/C++,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1410953600J40302448009,科研人员,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CC132962990J40675356802,前端开发,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1446729950J40608735409,C/C++,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CC374816780J40668148216,测试工程师,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1480117890J40610469205,Java,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CC299729180J40728084401,C/C++,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_008,CCL1446729950J40608735409,C/C++,0,4,抗压,技能匹配: 抗压; 竞赛经历
resume_009,CCL1418127490J40808180615,科研人员,1,19,"深度学习, tensorflow, 人工智能, pytorch, nlp","技能匹配: 深度学习, tensorflow, 人工智能; 岗位类型: 算法工程师; 有项目经历"
resume_009,CCL1480117890J40786675505,C/C++,1,16,"人工智能, 深度学习, pytorch, tensorflow","技能匹配: 人工智能, 深度学习, pytorch; 岗位类型: 算法工程师; 有项目经历"
resume_009,CCL1480117890J40777272805,C/C++,1,16,"人工智能, 深度学习, pytorch, tensorflow","技能匹配: 人工智能, 深度学习, pytorch; 岗位类型: 算法工程师; 有项目经历"
resume_009,CCL1369457780J40760588301,C/C++,1,16,"人工智能, 深度学习, pytorch, tensorflow","技能匹配: 人工智能, 深度学习, pytorch; 岗位类型: 算法工程师; 有项目经历"
resume_009,CC299729180J40728084401,C/C++,1,16,"人工智能, 深度学习, pytorch, tensorflow","技能匹配: 人工智能, 深度学习, pytorch; 岗位类型: 算法工程师; 有项目经历"
resume_009,CCL1491247220J40816077515,科研人员,1,16,"人工智能, 深度学习, pytorch, tensorflow","技能匹配: 人工智能, 深度学习, pytorch; 岗位类型: 算法工程师; 有项目经历"
resume_009,CCL1491247220J40821199515,科研人员,1,16,"人工智能, 深度学习, pytorch, tensorflow","技能匹配: 人工智能, 深度学习, pytorch; 岗位类型: 算法工程师; 有项目经历"
resume_009,CCL1491247220J40816077515,科研人员,1,16,"人工智能, 深度学习, pytorch, tensorflow","技能匹配: 人工智能, 深度学习, pytorch; 岗位类型: 算法工程师; 有项目经历"
resume_009,CC000260640J40852151604,C/C++,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CCL1205335230J40596093907,科研人员,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CCL1368679040J40693232207,科研人员,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CCL1480117890J40599610805,Java,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CCL1271304380J40538465308,Java,0,4,git,技能匹配: git; 有项目经历
resume_009,CCL1480117890J40793567505,Java,0,4,git,技能匹配: git; 有项目经历
resume_009,CC120934830J40251540306,Java,0,4,git,技能匹配: git; 有项目经历
resume_009,CCL1368679040J40703202607,科研人员,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CC892065920J40722177601,科研人员,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CCL1480117890J40781588005,Java,0,4,git,技能匹配: git; 有项目经历
resume_009,CCL1480117890J40737332105,Java,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CC383625320J40752802509,测试工程师,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CC695822080J40756061714,科研人员,0,4,人工智能,技能匹配: 人工智能; 有项目经历
resume_009,CCL1480117890J40781579905,Java,0,4,git,技能匹配: git; 有项目经历
resume_009,CC520115220J40805055803,前端开发,0,4,git,技能匹配: git; 有项目经历
resume_010,CC352592720J40712496416,科研人员,1,6,"沟通, 雅思","技能匹配: 沟通, 雅思"
resume_010,CCL1499554150J40710861702,英语翻译,1,6,"专八, 雅思","技能匹配: 专八, 雅思"
resume_010,CC622152480J40203321008,英语翻译,1,6,"专八, 英语翻译","技能匹配: 专八, 英语翻译"
resume_010,CCL1332285010J40653687313,英语翻译,1,6,"沟通, 英语翻译","技能匹配: 沟通, 英语翻译"
resume_010,CC134785170J40672593401,英语翻译,1,6,"沟通, 英语翻译","技能匹配: 沟通, 英语翻译"
resume_010,CC135166010J40778497014,广告销售,1,6,"沟通, 雅思","技能匹配: 沟通, 雅思"
resume_010,CCL1494917730J40795882505,英语翻译,1,6,"沟通, 雅思","技能匹配: 沟通, 雅思"
resume_010,CCL1219763610J40802520203,英语翻译,1,6,"专八, 英语翻译","技能匹配: 专八, 英语翻译"
resume_010,CC133964100J40788029412,实施工程师,0,3,沟通,技能匹配: 沟通
resume_010,CC000551140J40731705207,科研人员,0,3,沟通,技能匹配: 沟通
resume_010,CC247186020J40229892602,测试工程师,0,3,沟通,技能匹配: 沟通
resume_010,CC369404030J40783840212,Java,0,3,沟通,技能匹配: 沟通
resume_010,CCL1491798590J40644412406,软件测试,0,3,沟通,技能匹配: 沟通
resume_010,CC541175030J40774378407,硬件测试,0,3,沟通,技能匹配: 沟通
resume_010,CC120002130J40776600802,测试工程师,0,3,沟通,技能匹配: 沟通
resume_010,CC598458020J40655956710,技术支持工程师,0,3,沟通,技能匹配: 沟通
resume_010,CCL1495955890J40793565103,测试工程师,0,3,沟通,技能匹配: 沟通
resume_010,CCL1470276410J40934465804,测试工程师,0,3,沟通,技能匹配: 沟通
resume_010,CC251266610J40724527802,科研人员,0,3,沟通,技能匹配: 沟通
resume_010,CCL1249043630J40763835803,实施工程师,0,3,沟通,技能匹配: 沟通
resume_010,CC466596620J40936808904,实施工程师,0,3,沟通,技能匹配: 沟通
resume_010,CCL1368679040J40693232207,科研人员,0,3,沟通,技能匹配: 沟通
resume_010,CCL1480117890J40782470405,Java,0,3,沟通,技能匹配: 沟通
resume_011,CC120900800J40841902104,技术支持工程师,1,7,"plc, 团队协作","技能匹配: plc, 团队协作; 有项目经历"
resume_011,CCL1242873720J40761008509,实施工程师,1,7,"plc, 团队协作","技能匹配: plc, 团队协作; 有项目经历"
resume_011,CC120900800J40841902104,实施工程师,1,7,"plc, 团队协作","技能匹配: plc, 团队协作; 有项目经历"
resume_011,CC120188730J40779434912,技术支持工程师,1,6,"plc, 团队协作","技能匹配: plc, 团队协作"
resume_011,CC133964100J40788029412,实施工程师,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CC224678420J40426432406,科研人员,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CC391669320J40734517805,实施工程师,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CC000551140J40731705207,科研人员,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CC319373630J40784778613,实施工程师,0,4,plc,技能匹配: plc; 有项目经历
resume_011,CC541175030J40774378407,硬件测试,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CCL1249043630J40763835803,实施工程师,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CCL1486365070J40800401813,前端开发,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CC676118620J40695763306,Java,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CC385902710J40448421414,前端开发,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CCL1491859700J40813665603,C/C++,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CCL1480117890J40793567505,Java,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CC606127330J40693436415,实施工程师,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CCL1462672470J40737212716,测试工程师,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_011,CCL1318355140J40253332103,前端开发,0,4,团队协作,技能匹配: 团队协作; 有项目经历
resume_012,CC311734830J40559144906,前端开发,1,6,"sketch, 平面设计","技能匹配: sketch, 平面设计"
resume_012,CCL1289361510J40758009701,前端开发,1,6,"sketch, figma","技能匹配: sketch, figma"
resume_012,CCL1289361510J40758037001,前端开发,1,6,"sketch, figma","技能匹配: sketch, figma"
resume_012,CC402706220J40750959402,前端开发,0,3,sketch,技能匹配: sketch
resume_012,CC402706220J40750959402,前端开发,0,3,sketch,技能匹配: sketch
resume_012,CC361545910J40725980609,管培生/储备干部,0,3,平面设计,技能匹配: 平面设计
resume_012,CC254887480J40203190807,日语翻译,0,3,平面设计,技能匹配: 平面设计
resume_012,CC645477220J40343680705,广告销售,0,3,平面设计,技能匹配: 平面设计
resume_012,CC668565120J40736166805,前端开发,0,0,,无明显匹配
resume_012,CC133964100J40788029412,实施工程师,0,0,,无明显匹配
resume_012,CC289314820J40747209302,科研人员,0,0,,无明显匹配
resume_012,CC224678420J40426432406,科研人员,0,0,,无明显匹配
resume_012,CC443150410J40692600114,科研人员,0,0,,无明显匹配
resume_012,CC464266120J40211037810,技术支持工程师,0,0,,无明显匹配
resume_012,CC120963930J40809676303,技术支持工程师,0,0,,无明显匹配
resume_012,CC134247150J40728461507,实施工程师,0,0,,无明显匹配
resume_012,CC120776610J40817210808,Java,0,0,,无明显匹配
resume_012,CC640419780J40814291403,软件测试,0,0,,无明显匹配
resume_013,CCL1309913630J40720805009,实施工程师,0,4,5g,技能匹配: 5g; 有项目经历
resume_013,CCL1318355140J40678681603,技术支持工程师,0,4,5g,技能匹配: 5g; 有项目经历
resume_013,CCL1318355140J40678681603,实施工程师,0,4,5g,技能匹配: 5g; 有项目经历
resume_013,CCL1480117890J40753553405,Java,0,4,5g,技能匹配: 5g; 竞赛经历
resume_013,CC825782820J40645689606,实施工程师,0,4,5g,技能匹配: 5g; 有项目经历
resume_013,CC272951230J40771586407,C/C++,0,4,5g,技能匹配: 5g; 有项目经历
resume_013,CC679989880J40285595905,测试工程师,0,4,5g,技能匹配: 5g; 有项目经历
resume_013,CCL1480117890J40793772505,Java,0,4,5g,技能匹配: 5g; 竞赛经历
resume_013,CC855072080J40587197816,BD经理,0,4,5g,技能匹配: 5g; 有项目经历
resume_013,CCL1497279290J40851386415,销售运营,0,4,5g,技能匹配: 5g; 有项目经历
